,key,PrimaryRef,CarniBinom,PreyOrder,PreyBinom,CD.values,Valid.values,Difference,Re-entered_Full,Potential explanation,Re-entered,Correct explanation
166,"Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430. Panthera_leo Axis_axis","Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430.",Panthera_leo,Cetartiodactyla,Axis_axis,65,272,-207,272,CarniDIET only recorded values for the largest sample size. This is an unstereotypical study.,65,
167,"Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430. Panthera_leo Bos_taurus","Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430.",Panthera_leo,Cetartiodactyla,Bos_taurus,15,33,-18,33,CarniDIET only recorded values for the largest sample size. This is an unstereotypical study.,15,
168,"Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430. Panthera_leo Boselaphus_tragocamelus","Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430.",Panthera_leo,Cetartiodactyla,Boselaphus_tragocamelus,12,40,-28,40,CarniDIET only recorded values for the largest sample size. This is an unstereotypical study.,12,
169,"Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430. Panthera_leo Rusa_unicolor","Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430.",Panthera_leo,Cetartiodactyla,Rusa_unicolor,25,80,-55,80,CarniDIET only recorded values for the largest sample size. This is an unstereotypical study.,25,
170,"Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430. Panthera_leo Sus_scrofa","Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430.",Panthera_leo,Cetartiodactyla,Sus_scrofa,4,29,-25,29,CarniDIET only recorded values for the largest sample size. This is an unstereotypical study.,4,
171,"Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430. Panthera_leo Tetracerus_quadricornis","Mukherjee, S., S. P. Goyal and R. Chellam (1994). ""Refined Techniques for the Analysis of Asiatic Lion Panthera Leo Persica Scats."" Acta Theriologica 39(4): 425-430.",Panthera_leo,Cetartiodactyla,Tetracerus_quadricornis,8,35,-27,35,CarniDIET only recorded values for the largest sample size. This is an unstereotypical study.,8,
172,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Canis_familiaris","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Carnivora,Canis_familiaris,12.5,NA,NA,31.4,Typo,22.1,
173,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Capreolus_capreolus","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Cetartiodactyla,Capreolus_capreolus,406.3,405.3,1,488.6,Typo,405.3,
174,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Castor_fiber","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Rodentia,Castor_fiber,20.1,21.6,-1.5,25.7,Typo,21.6,
175,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Cervus_elaphus","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Cetartiodactyla,Cervus_elaphus,206.9,215.3,-8.4,257.3,Typo,215.3,
176,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Dama_dama","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Cetartiodactyla,Dama_dama,25.8,33.1,-7.3,39,Typo,33.1,
177,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Felis_catus","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Carnivora,Felis_catus,0.9,NA,NA,1.1,Confusing,,
178,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Felis_silvestris","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Carnivora,Felis_silvestris,0.25,0.9,-0.65,1.1,Confusing,,
179,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Lepus_europaeus","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Lagomorpha,Lepus_europaeus,32.9,31.5,1.4,36.3,Typo,32.2,
180,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Meles_meles","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Carnivora,Meles_meles,1.25,1,0.25,1.2,CarniDIET is correct.,1.2,
181,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Nyctereutes_procyonoides","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Carnivora,Nyctereutes_procyonoides,3.6,2.9,0.7,3.6,CarniDIET is correct.,3.6,
182,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Sciurus_vulgaris","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Rodentia,Sciurus_vulgaris,1.15,0.9,0.25,1.1,CarniDIET is correct.,1.1,
183,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Sus_scrofa","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Cetartiodactyla,Sus_scrofa,286.1,253.9,32.2,308.4,Typo,253.9,
184,"Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715. Canis_lupus Vulpes_vulpes","Nowak, Mys?ajek, K?osi?ska, & Gabry?. (2011). Diet and prey selection of wolves ( Canis lupus) recolonising Western and Central Poland. Mammalian Biology, 76(6), 709-715.",Canis_lupus,Carnivora,Vulpes_vulpes,1.05,0.8,0.25,1,CarniDIET is correct.,1,
185,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Aepyceros_melampus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Aepyceros_melampus,77.43,186.5,-109.07,77.43,CarniDIET is correct.,,
186,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Connochaetes_taurinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Connochaetes_taurinus,0.78,NA,NA,,,,
187,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Damaliscus_lunatus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Damaliscus_lunatus,0.26,NA,NA,,,,
188,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Kobus_ellipsiprymnus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Kobus_ellipsiprymnus,3.61,NA,NA,,,,
189,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Oreotragus_oreotragus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Oreotragus_oreotragus,0.1,NA,NA,,,,
190,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Phacochoerus_africanus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Phacochoerus_africanus,0.68,3,-2.32,0.68,CarniDIET is correct.,,
191,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Raphicerus_campestris","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Raphicerus_campestris,1.52,NA,NA,,,,
192,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Redunca_redunca","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Redunca_redunca,7.16,NA,NA,,,,
193,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Sylvicapra_grimmia","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Sylvicapra_grimmia,2.66,NA,NA,,,,
194,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Tragelaphus_angasii","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Tragelaphus_angasii,0.05,NA,NA,,,,
195,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Tragelaphus_scriptus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Tragelaphus_scriptus,0.84,NA,NA,,,,
196,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Acinonyx_jubatus Tragelaphus_strepsiceros","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Acinonyx_jubatus,Cetartiodactyla,Tragelaphus_strepsiceros,3.81,NA,NA,,,,
197,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Aepyceros_melampus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Aepyceros_melampus,59.42,NA,NA,,,,
198,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Connochaetes_taurinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Connochaetes_taurinus,3.57,NA,NA,,,,
199,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Damaliscus_lunatus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Damaliscus_lunatus,0.32,NA,NA,,,,
200,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Giraffa_camelopardalis","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Giraffa_camelopardalis,0.32,NA,NA,,,,
201,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Hippopotamus_amphibius","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Hippopotamus_amphibius,0.32,NA,NA,,,,
202,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Hippotragus_equinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Hippotragus_equinus,0.32,NA,NA,,,,
203,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Kobus_ellipsiprymnus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Kobus_ellipsiprymnus,5.84,NA,NA,,,,
204,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Phacochoerus_africanus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Phacochoerus_africanus,0.97,NA,NA,,,,
205,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Raphicerus_campestris","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Raphicerus_campestris,0.32,NA,NA,,,,
206,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Redunca_redunca","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Redunca_redunca,0.97,NA,NA,,,,
207,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Sylvicapra_grimmia","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Sylvicapra_grimmia,0.32,NA,NA,,,,
208,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Syncerus_caffer","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Syncerus_caffer,1.95,NA,NA,,,,
209,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Tragelaphus_angasii","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Tragelaphus_angasii,0.32,NA,NA,,,,
210,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Tragelaphus_scriptus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Tragelaphus_scriptus,2.27,NA,NA,,,,
211,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Crocuta_crocuta Tragelaphus_strepsiceros","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Crocuta_crocuta,Cetartiodactyla,Tragelaphus_strepsiceros,19.48,NA,NA,,,,
212,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Aepyceros_melampus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Aepyceros_melampus,88.69,185.5,-96.81,88.69,CarniDIET is correct.,,
213,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Connochaetes_taurinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Connochaetes_taurinus,0.09,NA,NA,,,,
214,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Damaliscus_lunatus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Damaliscus_lunatus,0.13,NA,NA,,,,
215,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Giraffa_camelopardalis","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Giraffa_camelopardalis,0.02,NA,NA,,,,
216,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Hippotragus_equinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Hippotragus_equinus,0.02,NA,NA,,,,
217,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Hippotragus_niger","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Hippotragus_niger,0.27,NA,NA,,,,
218,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Kobus_ellipsiprymnus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Kobus_ellipsiprymnus,1.33,NA,NA,,,,
219,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Phacochoerus_africanus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Phacochoerus_africanus,0.16,NA,NA,,,,
220,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Raphicerus_campestris","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Raphicerus_campestris,0.73,NA,NA,,,,
221,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Redunca_redunca","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Redunca_redunca,2.53,NA,NA,,,,
222,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Sylvicapra_grimmia","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Sylvicapra_grimmia,1.64,NA,NA,,,,
223,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Tragelaphus_angasii","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Tragelaphus_angasii,0.42,NA,NA,,,,
224,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Tragelaphus_scriptus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Tragelaphus_scriptus,1.13,NA,NA,,,,
225,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Lycaon_pictus Tragelaphus_strepsiceros","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Lycaon_pictus,Cetartiodactyla,Tragelaphus_strepsiceros,2.46,NA,NA,,,,
226,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Aepyceros_melampus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Aepyceros_melampus,20.03,211,-190.97,20.03,CarniDIET is correct.,,
227,"Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183. Panthera_leo Connochaetes_taurinus","Owen-Smith, N. and M. G. L. Mills (2008). ""Predator-prey size relationships in an African large-mammal food web."" Journal of Animal Ecology 77(1): 173-183.",Panthera_leo,Cetartiodactyla,Connochaetes_taurinus,19.58,NA,NA,,,,
